statistic,statistic_label,year,residence_adjustment_items,unit,value
EAA18C06,Nitrous oxide (N2O),2014,Air emissions from land transport by by non-residents on the territory,Tonnes,37.2339
EAA18C06,Nitrous oxide (N2O),2014,Air emissions from water transport by by non-residents on the territory,Tonnes,24.8226
EAA18C06,Nitrous oxide (N2O),2014,Air emissions from air transport by non-residents on the territory,Tonnes,12.4113
EAA18C06,Nitrous oxide (N2O),2014,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Tonnes,19671.0428
EAA18C06,Nitrous oxide (N2O),2014,Total air emissions as reported to CLRTAP,Tonnes,19766.27545
EAA18C06,Nitrous oxide (N2O),2015,Total air emissions by resident units,Tonnes,19861.5081
EAA18C06,Nitrous oxide (N2O),2015,Air emissions by national residents abroad,Tonnes,14.8366
EAA18C06,Nitrous oxide (N2O),2015,Air emissions by national fishing vessels operating abroad,Tonnes,14.8366
EAA18C06,Nitrous oxide (N2O),2015,Air emissions from land transport by residents abroad,Tonnes,14.8366
EAA18C06,Nitrous oxide (N2O),2015,Air emissions from water transport by residents abroad,Tonnes,28.2469
EAA18C06,Nitrous oxide (N2O),2015,Air emissions from air transport by residents abroad,Tonnes,41.6572
EAA18C06,Nitrous oxide (N2O),2015,Air emissions by non-residents on the territory,Tonnes,55.0675
EAA18C06,Nitrous oxide (N2O),2015,Air emissions from land transport by by non-residents on the territory,Tonnes,55.0675
EAA18C06,Nitrous oxide (N2O),2015,Air emissions from water transport by by non-residents on the territory,Tonnes,36.71166667
EAA18C06,Nitrous oxide (N2O),2015,Air emissions from air transport by non-residents on the territory,Tonnes,18.35583333
EAA18C06,Nitrous oxide (N2O),2015,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Tonnes,19901.739
EAA18C06,Nitrous oxide (N2O),2015,Total air emissions as reported to CLRTAP,Tonnes,20094.82295
EAA18C06,Nitrous oxide (N2O),2016,Total air emissions by resident units,Tonnes,20287.9069
EAA18C06,Nitrous oxide (N2O),2016,Air emissions by national residents abroad,Tonnes,16.9672
EAA18C06,Nitrous oxide (N2O),2016,Air emissions by national fishing vessels operating abroad,Tonnes,16.9672
EAA18C06,Nitrous oxide (N2O),2016,Air emissions from land transport by residents abroad,Tonnes,16.9672
EAA18C06,Nitrous oxide (N2O),2016,Air emissions from water transport by residents abroad,Tonnes,29.6522
EAA18C06,Nitrous oxide (N2O),2016,Air emissions from air transport by residents abroad,Tonnes,42.3372
EAA18C06,Nitrous oxide (N2O),2016,Air emissions by non-residents on the territory,Tonnes,55.0222
EAA18C06,Nitrous oxide (N2O),2016,Air emissions from land transport by by non-residents on the territory,Tonnes,55.0222
EAA18C06,Nitrous oxide (N2O),2016,Air emissions from water transport by by non-residents on the territory,Tonnes,36.68146667
EAA18C06,Nitrous oxide (N2O),2016,Air emissions from air transport by non-residents on the territory,Tonnes,18.34073333
EAA18C06,Nitrous oxide (N2O),2016,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Tonnes,20325.9619
EAA18C06,Nitrous oxide (N2O),2016,Total air emissions as reported to CLRTAP,Tonnes,20886.46855
EAA18C06,Nitrous oxide (N2O),2017,Total air emissions by resident units,Tonnes,21446.9752
EAA18C06,Nitrous oxide (N2O),2017,Air emissions by national residents abroad,Tonnes,18.3265
EAA18C06,Nitrous oxide (N2O),2017,Air emissions by national fishing vessels operating abroad,Tonnes,18.3265
EAA18C06,Nitrous oxide (N2O),2017,Air emissions from land transport by residents abroad,Tonnes,18.3265
EAA18C06,Nitrous oxide (N2O),2017,Air emissions from water transport by residents abroad,Tonnes,22.87516667
EAA18C06,Nitrous oxide (N2O),2017,Air emissions from air transport by residents abroad,Tonnes,27.42383333
EAA18C06,Nitrous oxide (N2O),2017,Air emissions by non-residents on the territory,Tonnes,31.9725
EAA18C06,Nitrous oxide (N2O),2017,Air emissions from land transport by by non-residents on the territory,Tonnes,31.9725
EAA18C06,Nitrous oxide (N2O),2017,Air emissions from water transport by by non-residents on the territory,Tonnes,21.315
EAA18C06,Nitrous oxide (N2O),2017,Air emissions from air transport by non-residents on the territory,Tonnes,10.6575
EAA18C06,Nitrous oxide (N2O),2017,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Tonnes,21460.6211
EAA18C06,Nitrous oxide (N2O),2017,Total air emissions as reported to CLRTAP,Tonnes,22081.38675
EAA18C06,Nitrous oxide (N2O),2018,Total air emissions by resident units,Tonnes,22702.1524
EAA18C06,Nitrous oxide (N2O),2018,Air emissions by national residents abroad,Tonnes,16.4269
EAA18C06,Nitrous oxide (N2O),2018,Air emissions by national fishing vessels operating abroad,Tonnes,16.4269
EAA18C06,Nitrous oxide (N2O),2018,Air emissions from land transport by residents abroad,Tonnes,16.4269
EAA18C06,Nitrous oxide (N2O),2018,Air emissions from water transport by residents abroad,Tonnes,22.69423333
EAA18C06,Nitrous oxide (N2O),2018,Air emissions from air transport by residents abroad,Tonnes,28.96156667
EAA18C06,Nitrous oxide (N2O),2018,Air emissions by non-residents on the territory,Tonnes,35.2289
EAA18C06,Nitrous oxide (N2O),2018,Air emissions from land transport by by non-residents on the territory,Tonnes,35.2289
EAA18C06,Nitrous oxide (N2O),2018,Air emissions from water transport by by non-residents on the territory,Tonnes,23.48593333
EAA18C06,Nitrous oxide (N2O),2018,Air emissions from air transport by non-residents on the territory,Tonnes,11.74296667
EAA18C06,Nitrous oxide (N2O),2018,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Tonnes,22720.9544
EAA18C06,Nitrous oxide (N2O),2018,Total air emissions as reported to CLRTAP,Tonnes,22024.00885
EAA18C06,Nitrous oxide (N2O),2019,Total air emissions by resident units,Tonnes,21327.0633
EAA18C06,Nitrous oxide (N2O),2019,Air emissions by national residents abroad,Tonnes,18.5901
EAA18C06,Nitrous oxide (N2O),2019,Air emissions by national fishing vessels operating abroad,Tonnes,18.5901
EAA18C06,Nitrous oxide (N2O),2019,Air emissions from land transport by residents abroad,Tonnes,18.5901
EAA18C06,Nitrous oxide (N2O),2019,Air emissions from water transport by residents abroad,Tonnes,26.8595
EAA18C06,Nitrous oxide (N2O),2019,Air emissions from air transport by residents abroad,Tonnes,35.1289
EAA18C06,Nitrous oxide (N2O),2019,Air emissions by non-residents on the territory,Tonnes,43.3983
EAA18C06,Nitrous oxide (N2O),2019,Air emissions from land transport by by non-residents on the territory,Tonnes,43.3983
EAA18C06,Nitrous oxide (N2O),2019,Air emissions from water transport by by non-residents on the territory,Tonnes,28.9322
EAA18C06,Nitrous oxide (N2O),2019,Air emissions from air transport by non-residents on the territory,Tonnes,14.4661
EAA18C06,Nitrous oxide (N2O),2019,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Tonnes,21351.8715
EAA18C06,Nitrous oxide (N2O),2019,Total air emissions as reported to CLRTAP,Tonnes,21371.96005
EAA18C06,Nitrous oxide (N2O),2020,Total air emissions by resident units,Tonnes,21392.0486
EAA18C06,Nitrous oxide (N2O),2020,Air emissions by national residents abroad,Tonnes,18.7174
EAA18C06,Nitrous oxide (N2O),2020,Air emissions by national fishing vessels operating abroad,Tonnes,18.7174
EAA18C06,Nitrous oxide (N2O),2020,Air emissions from land transport by residents abroad,Tonnes,18.7174
EAA18C06,Nitrous oxide (N2O),2020,Air emissions from water transport by residents abroad,Tonnes,19.8622
EAA18C06,Nitrous oxide (N2O),2020,Air emissions from air transport by residents abroad,Tonnes,21.007
EAA18C06,Nitrous oxide (N2O),2020,Air emissions by non-residents on the territory,Tonnes,22.1518
EAA18C06,Nitrous oxide (N2O),2020,Air emissions from land transport by by non-residents on the territory,Tonnes,22.1518
EAA18C06,Nitrous oxide (N2O),2020,Air emissions from water transport by by non-residents on the territory,Tonnes,14.76786667
EAA18C06,Nitrous oxide (N2O),2020,Air emissions from air transport by non-residents on the territory,Tonnes,7.383933333
EAA18C06,Nitrous oxide (N2O),2020,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Tonnes,21395.483
EAA18C06,Nitrous oxide (N2O),2020,Total air emissions as reported to CLRTAP,Tonnes,21808.04745
EAA18C06,Nitrous oxide (N2O),2021,Total air emissions by resident units,Tonnes,22220.6119
EAA18C06,Nitrous oxide (N2O),2021,Air emissions by national residents abroad,Tonnes,18.3608
EAA18C06,Nitrous oxide (N2O),2021,Air emissions by national fishing vessels operating abroad,Tonnes,18.3608
EAA18C06,Nitrous oxide (N2O),2021,Air emissions from land transport by residents abroad,Tonnes,18.3608
EAA18C06,Nitrous oxide (N2O),2021,Air emissions from water transport by residents abroad,Tonnes,24.64826667
EAA18C06,Nitrous oxide (N2O),2021,Air emissions from air transport by residents abroad,Tonnes,30.93573333
EAA18C06,Nitrous oxide (N2O),2021,Air emissions by non-residents on the territory,Tonnes,37.2232
EAA18C06,Nitrous oxide (N2O),2021,Air emissions from land transport by by non-residents on the territory,Tonnes,37.2232
EAA18C06,Nitrous oxide (N2O),2021,Air emissions from water transport by by non-residents on the territory,Tonnes,24.81546667
EAA18C06,Nitrous oxide (N2O),2021,Air emissions from air transport by non-residents on the territory,Tonnes,12.40773333
EAA18C06,Nitrous oxide (N2O),2021,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Tonnes,22239.4743
EAA18C06,Nitrous oxide (N2O),2021,Total air emissions as reported to CLRTAP,Tonnes,21477.1392
EAA18C06,Nitrous oxide (N2O),2022,Total air emissions by resident units,Tonnes,20714.8041
EAA18C06,Nitrous oxide (N2O),2022,Air emissions by national residents abroad,Tonnes,17.9276
EAA18C06,Nitrous oxide (N2O),2022,Air emissions by national fishing vessels operating abroad,Tonnes,17.9276
EAA18C06,Nitrous oxide (N2O),2022,Air emissions from land transport by residents abroad,Tonnes,17.9276
EAA18C06,Nitrous oxide (N2O),2022,Air emissions from water transport by residents abroad,Tonnes,23.69746667
EAA18C06,Nitrous oxide (N2O),2022,Air emissions from air transport by residents abroad,Tonnes,29.46733333
EAA18C06,Nitrous oxide (N2O),2022,Air emissions by non-residents on the territory,Tonnes,35.2372
EAA18C06,Nitrous oxide (N2O),2022,Air emissions from land transport by by non-residents on the territory,Tonnes,35.2372
EAA18C06,Nitrous oxide (N2O),2022,Air emissions from water transport by by non-residents on the territory,Tonnes,23.49146667
EAA18C06,Nitrous oxide (N2O),2022,Air emissions from air transport by non-residents on the territory,Tonnes,11.74573333
EAA18C06,Nitrous oxide (N2O),2022,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Tonnes,20732.1138
EAA18C06,Nitrous oxide (N2O),2022,Total air emissions as reported to CLRTAP,Tonnes,12985.7102
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2010,Total air emissions by resident units,Thousand Tonnes,5239.3066
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2010,Air emissions by national residents abroad,Thousand Tonnes,3.904
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2010,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,3.904
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2010,Air emissions from land transport by residents abroad,Thousand Tonnes,3.904
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2010,Air emissions from water transport by residents abroad,Thousand Tonnes,5.193966667
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2010,Air emissions from air transport by residents abroad,Thousand Tonnes,6.483933333
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2010,Air emissions by non-residents on the territory,Thousand Tonnes,7.7739
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2010,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,7.7739
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2010,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,5.1826
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2010,Air emissions from air transport by non-residents on the territory,Thousand Tonnes,2.5913
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2010,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,5243.1766
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2010,Total air emissions as reported to CLRTAP,Thousand Tonnes,5040.03055
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2011,Total air emissions by resident units,Thousand Tonnes,4836.8845
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2011,Air emissions by national residents abroad,Thousand Tonnes,4.0442
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2011,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,4.0442
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2011,Air emissions from land transport by residents abroad,Thousand Tonnes,4.0442
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2011,Air emissions from water transport by residents abroad,Thousand Tonnes,5.504333333
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2011,Air emissions from air transport by residents abroad,Thousand Tonnes,6.964466667
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2011,Air emissions by non-residents on the territory,Thousand Tonnes,8.4246
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2011,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,8.4246
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2011,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,5.6164
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2011,Air emissions from air transport by non-residents on the territory,Thousand Tonnes,2.8082
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2011,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,4841.2649
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2011,Total air emissions as reported to CLRTAP,Thousand Tonnes,4942.17385
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2012,Total air emissions by resident units,Thousand Tonnes,5043.0828
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2012,Air emissions by national residents abroad,Thousand Tonnes,4.1916
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2012,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,4.1916
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2012,Air emissions from land transport by residents abroad,Thousand Tonnes,4.1916
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2012,Air emissions from water transport by residents abroad,Thousand Tonnes,5.2533
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2012,Air emissions from air transport by residents abroad,Thousand Tonnes,6.315
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2012,Air emissions by non-residents on the territory,Thousand Tonnes,7.3767
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2012,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,7.3767
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2012,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,4.9178
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2012,Air emissions from air transport by non-residents on the territory,Thousand Tonnes,2.4589
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2012,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,5046.2679
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2012,Total air emissions as reported to CLRTAP,Thousand Tonnes,5234.8096
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2013,Total air emissions by resident units,Thousand Tonnes,5423.3513
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2013,Air emissions by national residents abroad,Thousand Tonnes,3.4326
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2013,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,3.4326
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2013,Air emissions from land transport by residents abroad,Thousand Tonnes,3.4326
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2013,Air emissions from water transport by residents abroad,Thousand Tonnes,5.212033333
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2013,Air emissions from air transport by residents abroad,Thousand Tonnes,6.991466667
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2013,Air emissions by non-residents on the territory,Thousand Tonnes,8.7709
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2013,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,8.7709
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2013,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,5.847266667
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2013,Air emissions from air transport by non-residents on the territory,Thousand Tonnes,2.923633333
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2013,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,5428.6896
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2013,Total air emissions as reported to CLRTAP,Thousand Tonnes,5317.7002
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2014,Total air emissions by resident units,Thousand Tonnes,5206.7108
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2014,Air emissions by national residents abroad,Thousand Tonnes,3.7514
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2014,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,3.7514
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2014,Air emissions from land transport by residents abroad,Thousand Tonnes,3.7514
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2014,Air emissions from water transport by residents abroad,Thousand Tonnes,5.789933333
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2014,Air emissions from air transport by residents abroad,Thousand Tonnes,7.828466667
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2014,Air emissions by non-residents on the territory,Thousand Tonnes,9.867
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2014,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,9.867
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2014,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,6.578
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2014,Air emissions from air transport by non-residents on the territory,Thousand Tonnes,3.289
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2014,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,5212.8263
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2014,Total air emissions as reported to CLRTAP,Thousand Tonnes,5238.06295
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2015,Total air emissions by resident units,Thousand Tonnes,5263.2996
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2015,Air emissions by national residents abroad,Thousand Tonnes,3.9317
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2015,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,3.9317
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2015,Air emissions from land transport by residents abroad,Thousand Tonnes,3.9317
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2015,Air emissions from water transport by residents abroad,Thousand Tonnes,7.485433333
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2015,Air emissions from air transport by residents abroad,Thousand Tonnes,11.03916667
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2015,Air emissions by non-residents on the territory,Thousand Tonnes,14.5929
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2015,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,14.5929
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2015,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,9.7286
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2015,Air emissions from air transport by non-residents on the territory,Thousand Tonnes,4.8643
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2015,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,5273.9608
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2015,Total air emissions as reported to CLRTAP,Thousand Tonnes,5325.12805
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2016,Total air emissions by resident units,Thousand Tonnes,5376.2953
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2016,Air emissions by national residents abroad,Thousand Tonnes,4.4963
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2016,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,4.4963
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2016,Air emissions from land transport by residents abroad,Thousand Tonnes,4.4963
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2016,Air emissions from water transport by residents abroad,Thousand Tonnes,7.857833333
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2016,Air emissions from air transport by residents abroad,Thousand Tonnes,11.21936667
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2016,Air emissions by non-residents on the territory,Thousand Tonnes,14.5809
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2016,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,14.5809
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2016,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,9.7206
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2016,Air emissions from air transport by non-residents on the territory,Thousand Tonnes,4.8603
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2016,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,5386.3799
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2016,Total air emissions as reported to CLRTAP,Thousand Tonnes,5534.91415
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2017,Total air emissions by resident units,Thousand Tonnes,5683.4484
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2017,Air emissions by national residents abroad,Thousand Tonnes,4.8565
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2017,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,4.8565
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2017,Air emissions from land transport by residents abroad,Thousand Tonnes,4.8565
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2017,Air emissions from water transport by residents abroad,Thousand Tonnes,6.0619
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2017,Air emissions from air transport by residents abroad,Thousand Tonnes,7.2673
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2017,Air emissions by non-residents on the territory,Thousand Tonnes,8.4727
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2017,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,8.4727
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2017,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,5.648466667
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2017,Air emissions from air transport by non-residents on the territory,Thousand Tonnes,2.824233333
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2017,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,5687.0646
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2017,Total air emissions as reported to CLRTAP,Thousand Tonnes,5851.5675
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2018,Total air emissions by resident units,Thousand Tonnes,6016.0704
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2018,Air emissions by national residents abroad,Thousand Tonnes,4.3531
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2018,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,4.3531
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2018,Air emissions from land transport by residents abroad,Thousand Tonnes,4.3531
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2018,Air emissions from water transport by residents abroad,Thousand Tonnes,6.013933333
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2018,Air emissions from air transport by residents abroad,Thousand Tonnes,7.674766667
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2018,Air emissions by non-residents on the territory,Thousand Tonnes,9.3356
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2018,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,9.3356
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2018,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,6.223733333
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2018,Air emissions from air transport by non-residents on the territory,Thousand Tonnes,3.111866667
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2018,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,6021.0529
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2018,Total air emissions as reported to CLRTAP,Thousand Tonnes,5836.36235
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2019,Total air emissions by resident units,Thousand Tonnes,5651.6718
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2019,Air emissions by national residents abroad,Thousand Tonnes,4.9264
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2019,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,4.9264
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2019,Air emissions from land transport by residents abroad,Thousand Tonnes,4.9264
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2019,Air emissions from water transport by residents abroad,Thousand Tonnes,7.1178
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2019,Air emissions from air transport by residents abroad,Thousand Tonnes,9.3092
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2019,Air emissions by non-residents on the territory,Thousand Tonnes,11.5006
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2019,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,11.5006
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2019,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,7.667066667
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2019,Air emissions from air transport by non-residents on the territory,Thousand Tonnes,3.833533333
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2019,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,5658.2459
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2019,Total air emissions as reported to CLRTAP,Thousand Tonnes,5663.5694
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2020,Total air emissions by resident units,Thousand Tonnes,5668.8929
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2020,Air emissions by national residents abroad,Thousand Tonnes,4.9601
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2020,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,4.9601
